County name,State,FIPS,Population (2019),,,
Loudon County, Tennessee,47105,"54,068",,,
Macon County, Tennessee,47111,"24,602",,,
Madison County, Tennessee,47113,"97,984",,,
Marion County, Tennessee,47115,"28,907",,,
Marshall County, Tennessee,47117,"34,375",,,
Maury County, Tennessee,47119,"96,387",,,
McMinn County, Tennessee,47107,"53,794",,,
McNairy County, Tennessee,47109,"25,694",,,
Meigs County, Tennessee,47121,"12,422",,,
Monroe County, Tennessee,47123,"46,545",,,
Montgomery County, Tennessee,47125,"208,993",,,
Moore County, Tennessee,47127,"6,488",,,
Morgan County, Tennessee,47129,"21,403",,,
Obion County, Tennessee,47131,"30,069",,,
Overton County, Tennessee,47133,"22,241",,,
Perry County, Tennessee,47135,"8,076",,,
Pickett County, Tennessee,47137,"5,048",,,
Polk County, Tennessee,47139,"16,832",,,
Putnam County, Tennessee,47141,"80,245",,,
Rhea County, Tennessee,47143,"33,167",,,
Roane County, Tennessee,47145,"53,382",,,
Robertson County, Tennessee,47147,"71,813",,,
Rutherford County, Tennessee,47149,"332,285",,,
Scott County, Tennessee,47151,"22,068",,,
Sequatchie County, Tennessee,47153,"15,026",,,
Sevier County, Tennessee,47155,"98,250",,,
Shelby County, Tennessee,47157,"937,166",,,
Smith County, Tennessee,47159,"20,157",,,
Stewart County, Tennessee,47161,"13,715",,,
Sullivan County, Tennessee,47163,"158,348",,,
Sumner County, Tennessee,47165,"191,283",,,
Tipton County, Tennessee,47167,"61,599",,,
Trousdale County, Tennessee,47169,"11,284",,,
Unicoi County, Tennessee,47171,"17,883",,,
Union County, Tennessee,47173,"19,972",,,
Van Buren County, Tennessee,47175,"5,872",,,
Warren County, Tennessee,47177,"41,277",,,
Washington County, Tennessee,47179,"129,375",,,
Wayne County, Tennessee,47181,"16,673",,,
Weakley County, Tennessee,47183,"33,328",,,
White County, Tennessee,47185,"27,345",,,
Williamson County, Tennessee,47187,"238,412",,,
Wilson County, Tennessee,47189,"144,657",,,
Anderson County, Texas,48001,"57,735",,,
Andrews County, Texas,48003,"18,705",,,
Angelina County, Texas,48005,"86,715",,,
Aransas County, Texas,48007,"23,510",,,
Archer County, Texas,48009,"8,553",,,
Armstrong County, Texas,48011,"1,887",,,
Atascosa County, Texas,48013,"51,153",,,
Austin County, Texas,48015,"30,032",,,
Bailey County, Texas,48017,"7,000",,,
Bandera County, Texas,48019,"23,112",,,
Bastrop County, Texas,48021,"88,723",,,
Baylor County, Texas,48023,"3,509",,,
Bee County, Texas,48025,"32,565",,,
Bell County, Texas,48027,"362,924",,,
Bexar County, Texas,48029,"2,003,554",,,
Blanco County, Texas,48031,"11,931",,,
Borden County, Texas,48033,654,,,
Bosque County, Texas,48035,"18,685",,,
Bowie County, Texas,48037,"93,245",,,
Brazoria County, Texas,48039,"374,264",,,
Brazos County, Texas,48041,"229,211",,,
Brewster County, Texas,48043,"9,203",,,
Briscoe County, Texas,48045,"1,546",,,
Brooks County, Texas,48047,"7,093",,,
Brown County, Texas,48049,"37,864",,,
Burleson County, Texas,48051,"18,443",,,
Burnet County, Texas,48053,"48,155",,,
Caldwell County, Texas,48055,"43,664",,,
Calhoun County, Texas,48057,"21,290",,,
Callahan County, Texas,48059,"13,943",,,
Cameron County, Texas,48061,"423,163",,,
Camp County, Texas,48063,"13,094",,,
Carson County, Texas,48065,"5,926",,,
Cass County, Texas,48067,"30,026",,,
Castro County, Texas,48069,"7,530",,,
Chambers County, Texas,48071,"43,837",,,
Cherokee County, Texas,48073,"52,646",,,
Childress County, Texas,48075,"7,306",,,
Clay County, Texas,48077,"10,471",,,
Cochran County, Texas,48079,"2,853",,,
Coke County, Texas,48081,"3,387",,,
Coleman County, Texas,48083,"8,175",,,
Collin County, Texas,48085,"1,034,730",,,
Collingsworth County, Texas,48087,"2,920",,,
Colorado County, Texas,48089,"21,493",,,
Comal County, Texas,48091,"156,209",,,
Comanche County, Texas,48093,"13,635",,,
Concho County, Texas,48095,"2,726",,,
Cooke County, Texas,48097,"41,257",,,
Coryell County, Texas,48099,"75,951",,,
Cottle County, Texas,48101,"1,398",,,
Crane County, Texas,48103,"4,797",,,
Crockett County, Texas,48105,"3,464",,,
Crosby County, Texas,48107,"5,737",,,
Culberson County, Texas,48109,"2,171",,,
Dallam County, Texas,48111,"7,287",,,
Dallas County, Texas,48113,"2,635,516",,,
Dawson County, Texas,48115,"12,728",,,
Deaf Smith County, Texas,48117,"18,546",,,
Delta County, Texas,48119,"5,331",,,
Denton County, Texas,48121,"887,207",,,
DeWitt County, Texas,48123,"20,160",,,
Dickens County, Texas,48125,"2,211",,,
Dimmit County, Texas,48127,"10,124",,,
Donley County, Texas,48129,"3,278",,,
Duval County, Texas,48131,"11,157",,,
Eastland County, Texas,48133,"18,360",,,
Ector County, Texas,48135,"166,223",,,
Edwards County, Texas,48137,"1,932",,,
El Paso County, Texas,48141,"839,238",,,
Ellis County, Texas,48139,"184,826",,,
Erath County, Texas,48143,"42,698",,,
Falls County, Texas,48145,"17,297",,,
Fannin County, Texas,48147,"35,514",,,
Fayette County, Texas,48149,"25,346",,,
Fisher County, Texas,48151,"3,830",,,
Floyd County, Texas,48153,"5,712",,,
Foard County, Texas,48155,"1,155",,,
Fort Bend County, Texas,48157,"811,688",,,
Franklin County, Texas,48159,"10,725",,,
Freestone County, Texas,48161,"19,717",,,
Frio County, Texas,48163,"20,306",,,
Gaines County, Texas,48165,"21,492",,,
Galveston County, Texas,48167,"342,139",,,
Garza County, Texas,48169,"6,229",,,
Gillespie County, Texas,48171,"26,988",,,
Glasscock County, Texas,48173,"1,409",,,
Goliad County, Texas,48175,"7,658",,,
Gonzales County, Texas,48177,"20,837",,,
Gray County, Texas,48179,"21,886",,,
Grayson County, Texas,48181,"136,212",,,
Gregg County, Texas,48183,"123,945",,,
Grimes County, Texas,48185,"28,880",,,
Guadalupe County, Texas,48187,"166,847",,,
Hale County, Texas,48189,"33,406",,,
Hall County, Texas,48191,"2,964",,,
Hamilton County, Texas,48193,"8,461",,,
Hansford County, Texas,48195,"5,399",,,
Hardeman County, Texas,48197,"3,933",,,
Hardin County, Texas,48199,"57,602",,,
Harris County, Texas,48201,"4,713,325",,,
Harrison County, Texas,48203,"66,553",,,
Hartley County, Texas,48205,"5,576",,,
Haskell County, Texas,48207,"5,658",,,
Hays County, Texas,48209,"230,191",,,
Hemphill County, Texas,48211,"3,819",,,
Henderson County, Texas,48213,"82,737",,,
Hidalgo County, Texas,48215,"868,707",,,
Hill County, Texas,48217,"36,649",,,
Hockley County, Texas,48219,"23,021",,,
Hood County, Texas,48221,"61,643",,,
Hopkins County, Texas,48223,"37,084",,,
Houston County, Texas,48225,"22,968",,,
Howard County, Texas,48227,"36,664",,,
Hudspeth County, Texas,48229,"4,886",,,
Hunt County, Texas,48231,"98,594",,,
Hutchinson County, Texas,48233,"20,938",,,
Irion County, Texas,48235,"1,536",,,
Jack County, Texas,48237,"8,935",,,
Jackson County, Texas,48239,"14,760",,,
Jasper County, Texas,48241,"35,529",,,
Jeff Davis County, Texas,48243,"2,274",,,
Jefferson County, Texas,48245,"251,565",,,
Jim Hogg County, Texas,48247,"5,200",,,
Jim Wells County, Texas,48249,"40,482",,,
Johnson County, Texas,48251,"175,817",,,
Jones County, Texas,48253,"20,083",,,
Karnes County, Texas,48255,"15,601",,,
Kaufman County, Texas,48257,"136,154",,,
Kendall County, Texas,48259,"47,431",,,
Kenedy County, Texas,48261,404,,,
Kent County, Texas,48263,762,,,
Kerr County, Texas,48265,"52,600",,,
Kimble County, Texas,48267,"4,337",,,
King County, Texas,48269,272,,,
Kinney County, Texas,48271,"3,667",,,
Kleberg County, Texas,48273,"30,680",,,
Knox County, Texas,48275,"3,664",,,
La Salle County, Texas,48283,"7,520",,,
Lamar County, Texas,48277,"49,859",,,
Lamb County, Texas,48279,"12,893",,,
Lampasas County, Texas,48281,"21,428",,,
Lavaca County, Texas,48285,"20,154",,,
Lee County, Texas,48287,"17,239",,,
Leon County, Texas,48289,"17,404",,,
Liberty County, Texas,48291,"88,219",,,
Limestone County, Texas,48293,"23,437",,,
Lipscomb County, Texas,48295,"3,233",,,
Live Oak County, Texas,48297,"12,207",,,
Llano County, Texas,48299,"21,795",,,
Loving County, Texas,48301,169,,,
Lubbock County, Texas,48303,"310,569",,,
Lynn County, Texas,48305,"5,951",,,
Madison County, Texas,48313,"14,284",,,
Marion County, Texas,48315,"9,854",,,
Martin County, Texas,48317,"5,771",,,
Mason County, Texas,48319,"4,274",,,
Matagorda County, Texas,48321,"36,643",,,
Maverick County, Texas,48323,"58,722",,,
McCulloch County, Texas,48307,"7,984",,,
McLennan County, Texas,48309,"256,623",,,
McMullen County, Texas,48311,743,,,
Medina County, Texas,48325,"51,584",,,
Menard County, Texas,48327,"2,138",,,
Midland County, Texas,48329,"176,832",,,
Milam County, Texas,48331,"24,823",,,
Mills County, Texas,48333,"4,873",,,
Mitchell County, Texas,48335,"8,545",,,
Montague County, Texas,48337,"19,818",,,
Montgomery County, Texas,48339,"607,391",,,
Moore County, Texas,48341,"20,940",,,
Morris County, Texas,48343,"12,388",,,
Motley County, Texas,48345,"1,200",,,
Nacogdoches County, Texas,48347,"65,204",,,
Navarro County, Texas,48349,"50,113",,,
Newton County, Texas,48351,"13,595",,,
Nolan County, Texas,48353,"14,714",,,
Nueces County, Texas,48355,"362,294",,,
Ochiltree County, Texas,48357,"9,836",,,
Oldham County, Texas,48359,"2,112",,,
Orange County, Texas,48361,"83,396",,,
Palo Pinto County, Texas,48363,"29,189",,,
Panola County, Texas,48365,"23,194",,,
Parker County, Texas,48367,"142,878",,,
Parmer County, Texas,48369,"9,605",,,
Pecos County, Texas,48371,"15,823",,,
Polk County, Texas,48373,"51,353",,,
Potter County, Texas,48375,"117,415",,,
Presidio County, Texas,48377,"6,704",,,
Rains County, Texas,48379,"12,514",,,
Randall County, Texas,48381,"137,713",,,
Reagan County, Texas,48383,"3,849",,,
Real County, Texas,48385,"3,452",,,
Red River County, Texas,48387,"12,023",,,
Reeves County, Texas,48389,"15,976",,,
Refugio County, Texas,48391,"6,948",,,
Roberts County, Texas,48393,854,,,
Robertson County, Texas,48395,"17,074",,,
Rockwall County, Texas,48397,"104,915",,,
Runnels County, Texas,48399,"10,264",,,
Rusk County, Texas,48401,"54,406",,,
Sabine County, Texas,48403,"10,542",,,
San Augustine County, Texas,48405,"8,237",,,
San Jacinto County, Texas,48407,"28,859",,,
San Patricio County, Texas,48409,"66,730",,,
San Saba County, Texas,48411,"6,055",,,
Schleicher County, Texas,48413,"2,793",,,
Scurry County, Texas,48415,"16,703",,,
Shackelford County, Texas,48417,"3,265",,,
Shelby County, Texas,48419,"25,274",,,
Sherman County, Texas,48421,"3,022",,,
Smith County, Texas,48423,"232,751",,,
Somervell County, Texas,48425,"9,128",,,
Starr County, Texas,48427,"64,633",,,
Stephens County, Texas,48429,"9,366",,,
Sterling County, Texas,48431,"1,291",,,
Stonewall County, Texas,48433,"1,350",,,
Sutton County, Texas,48435,"3,776",,,
Swisher County, Texas,48437,"7,397",,,
Tarrant County, Texas,48439,"2,102,515",,,
Taylor County, Texas,48441,"138,034",,,
Terrell County, Texas,48443,776,,,
Terry County, Texas,48445,"12,337",,,
Throckmorton County, Texas,48447,"1,501",,,
Titus County, Texas,48449,"32,750",,,
Tom Green County, Texas,48451,"119,200",,,
Travis County, Texas,48453,"1,273,954",,,
Trinity County, Texas,48455,"14,651",,,
Tyler County, Texas,48457,"21,672",,,
Upshur County, Texas,48459,"41,753",,,
Upton County, Texas,48461,"3,657",,,
Uvalde County, Texas,48463,"26,741",,,
Val Verde County, Texas,48465,"49,025",,,
Van Zandt County, Texas,48467,"56,590",,,
Victoria County, Texas,48469,"92,084",,,
Walker County, Texas,48471,"72,971",,,
Waller County, Texas,48473,"55,246",,,
Ward County, Texas,48475,"11,998",,,
Washington County, Texas,48477,"35,882",,,
Webb County, Texas,48479,"276,652",,,
Wharton County, Texas,48481,"41,556",,,
Wheeler County, Texas,48483,"5,056",,,
Wichita County, Texas,48485,"132,230",,,
Wilbarger County, Texas,48487,"12,769",,,
Willacy County, Texas,48489,"21,358",,,
Williamson County, Texas,48491,"590,551",,,
Wilson County, Texas,48493,"51,070",,,
Winkler County, Texas,48495,"8,010",,,
Wise County, Texas,48497,"69,984",,,
Wood County, Texas,48499,"45,539",,,
Yoakum County, Texas,48501,"8,713",,,
Young County, Texas,48503,"18,010",,,
Zapata County, Texas,48505,"14,179",,,
Zavala County, Texas,48507,"11,840",,,
Beaver County, Utah,49001,"6,710",,,
Box Elder County, Utah,49003,"56,046",,,
Cache County, Utah,49005,"128,289",,,
Carbon County, Utah,49007,"20,463",,,
Daggett County, Utah,49009,950,,,
Davis County, Utah,49011,"355,481",,,
Duchesne County, Utah,49013,"19,938",,,
Emery County, Utah,49015,"10,012",,,
Garfield County, Utah,49017,"5,051",,,
Grand County, Utah,49019,"9,754",,,
Iron County, Utah,49021,"54,839",,,
Juab County, Utah,49023,"12,017",,,
Kane County, Utah,49025,"7,886",,,
Millard County, Utah,49027,"13,188",,,
Morgan County, Utah,49029,"12,124",,,
Piute County, Utah,49031,"1,479",,,
Rich County, Utah,49033,"2,483",,,
Salt Lake County, Utah,49035,"1,160,437",,,
San Juan County, Utah,49037,"15,308",,,
Sanpete County, Utah,49039,"30,939",,,
Sevier County, Utah,49041,"21,620",,,
Summit County, Utah,49043,"42,145",,,
Tooele County, Utah,49045,"72,259",,,
Uintah County, Utah,49047,"35,734",,,
Utah County, Utah,49049,"636,235",,,
Wasatch County, Utah,49051,"34,091",,,
Washington County, Utah,49053,"177,556",,,
Wayne County, Utah,49055,"2,711",,,
Weber County, Utah,49057,"260,213",,,
Addison County, Vermont,50001,"36,777",,,
Bennington County, Vermont,50003,"35,470",,,
Caledonia County, Vermont,50005,"29,993",,,
Chittenden County, Vermont,50007,"163,774",,,
Essex County, Vermont,50009,"6,163",,,
Franklin County, Vermont,50011,"49,402",,,
Grand Isle County, Vermont,50013,"7,235",,,
Lamoille County, Vermont,50015,"25,362",,,
Orange County, Vermont,50017,"28,892",,,
Orleans County, Vermont,50019,"27,037",,,
Rutland County, Vermont,50021,"58,191",,,
Washington County, Vermont,50023,"58,409",,,
Windham County, Vermont,50025,"42,222",,,
Windsor County, Vermont,50027,"55,062",,,
Accomack County, Virginia,51001,"32,316",,,
Albemarle County, Virginia,51003,"109,330",,,
Alexandria city, Virginia,51510,"159,428",,,
Alleghany County, Virginia,51005,"14,860",,,
Amelia County, Virginia,51007,"13,145",,,
Amherst County, Virginia,51009,"31,605",,,
Appomattox County, Virginia,51011,"15,911",,,
Arlington County, Virginia,51013,"236,842",,,
Augusta County, Virginia,51015,"75,558",,,
Bath County, Virginia,51017,"4,147",,,
Bedford County, Virginia,51019,"78,997",,,
Bland County, Virginia,51021,"6,280",,,
Botetourt County, Virginia,51023,"33,419",,,
Bristol city, Virginia,51520,"16,762",,,
Brunswick County, Virginia,51025,"16,231",,,
Buchanan County, Virginia,51027,"21,004",,,
Buckingham County, Virginia,51029,"17,148",,,
Buena Vista city, Virginia,51530,"6,478",,,
Campbell County, Virginia,51031,"54,885",,,
Caroline County, Virginia,51033,"30,725",,,
Carroll County, Virginia,51035,"29,791",,,
Charles City County, Virginia,51036,"6,963",,,
Charlotte County, Virginia,51037,"11,880",,,
Charlottesville city, Virginia,51540,"47,266",,,
Chesapeake city, Virginia,51550,"244,835",,,
Chesterfield County, Virginia,51041,"352,802",,,
Clarke County, Virginia,51043,"14,619",,,
Colonial Heights city, Virginia,51570,"17,370",,,
Covington city, Virginia,51580,"5,538",,,
Craig County, Virginia,51045,"5,131",,,
Culpeper County, Virginia,51047,"52,605",,,
Cumberland County, Virginia,51049,"9,932",,,
Danville city, Virginia,51590,"40,044",,,
Dickenson County, Virginia,51051,"14,318",,,
Dinwiddie County, Virginia,51053,"28,544",,,
Emporia city, Virginia,51595,"5,346",,,
Essex County, Virginia,51057,"10,953",,,
Fairfax city, Virginia,51059,"24,019",,,
Fairfax County, Virginia,51600,"1,147,532",,,
Falls Church city, Virginia,51610,"14,617",,,
Fauquier County, Virginia,51061,"71,222",,,
Floyd County, Virginia,51063,"15,749",,,
Fluvanna County, Virginia,51065,"27,270",,,
Franklin city, Virginia,51067,"7,967",,,
Franklin County, Virginia,51620,"56,042",,,
Frederick County, Virginia,51069,"89,313",,,
Fredericksburg city, Virginia,51630,"29,036",,,
Galax city, Virginia,51640,"6,347",,,
Giles County, Virginia,51071,"16,720",,,
Gloucester County, Virginia,51073,"37,348",,,
Goochland County, Virginia,51075,"23,753",,,
Grayson County, Virginia,51077,"15,550",,,
Greene County, Virginia,51079,"19,819",,,
Greensville County, Virginia,51081,"11,336",,,
Halifax County, Virginia,51083,"33,911",,,
Hampton city, Virginia,51650,"134,510",,,
Hanover County, Virginia,51085,"107,766",,,
Harrisonburg city, Virginia,51660,"53,016",,,
Henrico County, Virginia,51087,"330,818",,,
Henry County, Virginia,51089,"50,557",,,
Highland County, Virginia,51091,"2,190",,,
Hopewell city, Virginia,51670,"22,529",,,
Isle of Wight County, Virginia,51093,"37,109",,,
James City County, Virginia,51095,"76,523",,,
King and Queen County, Virginia,51097,"7,025",,,
King George County, Virginia,51099,"26,836",,,
King William County, Virginia,51101,"17,148",,,
Lancaster County, Virginia,51103,"10,603",,,
Lee County, Virginia,51105,"23,423",,,
Lexington city, Virginia,51678,"7,446",,,
Loudoun County, Virginia,51107,"413,538",,,
Louisa County, Virginia,51109,"37,591",,,
Lunenburg County, Virginia,51111,"12,196",,,
Lynchburg city, Virginia,51680,"82,168",,,
Madison County, Virginia,51113,"13,261",,,
Manassas city, Virginia,51683,"41,085",,,
Manassas Park city, Virginia,51685,"17,478",,,
Martinsville city, Virginia,51690,"12,554",,,
Mathews County, Virginia,51115,"8,834",,,
Mecklenburg County, Virginia,51117,"30,587",,,
Middlesex County, Virginia,51119,"10,582",,,
Montgomery County, Virginia,51121,"98,535",,,
Nelson County, Virginia,51125,"14,930",,,
New Kent County, Virginia,51127,"23,091",,,
Newport News city, Virginia,51700,"179,225",,,
Norfolk city, Virginia,51710,"242,742",,,
Northampton County, Virginia,51131,"11,710",,,
Northumberland County, Virginia,51133,"12,095",,,
Norton city, Virginia,51720,"3,981",,,
Nottoway County, Virginia,51135,"15,232",,,
Orange County, Virginia,51137,"37,051",,,
Page County, Virginia,51139,"23,902",,,
Patrick County, Virginia,51141,"17,608",,,
Petersburg city, Virginia,51730,"31,346",,,
Pittsylvania County, Virginia,51143,"60,354",,,
Poquoson city, Virginia,51735,"12,271",,,
Portsmouth city, Virginia,51740,"94,398",,,
Powhatan County, Virginia,51145,"29,652",,,
Prince Edward County, Virginia,51147,"22,802",,,
Prince George County, Virginia,51149,"38,353",,,
Prince William County, Virginia,51153,"470,335",,,
Pulaski County, Virginia,51155,"34,027",,,
Radford city, Virginia,51750,"18,249",,,
Rappahannock County, Virginia,51157,"7,370",,,
Richmond city, Virginia,51159,"230,436",,,
Richmond County, Virginia,51760,"9,023",,,
Roanoke city, Virginia,51161,"99,143",,,
Roanoke County, Virginia,51770,"94,186",,,
Rockbridge County, Virginia,51163,"22,573",,,
Rockingham County, Virginia,51165,"81,948",,,
Russell County, Virginia,51167,"26,586",,,
Salem city, Virginia,51775,"25,301",,,
Scott County, Virginia,51169,"21,566",,,
Shenandoah County, Virginia,51171,"43,616",,,
Smyth County, Virginia,51173,"30,104",,,
Southampton County, Virginia,51175,"17,631",,,
Spotsylvania County, Virginia,51177,"136,215",,,
Stafford County, Virginia,51179,"152,882",,,
Staunton city, Virginia,51790,"24,932",,,
Suffolk city, Virginia,51800,"92,108",,,
Surry County, Virginia,51181,"6,422",,,
Sussex County, Virginia,51183,"11,159",,,
Tazewell County, Virginia,51185,"40,595",,,
Virginia Beach city, Virginia,51810,"449,974",,,
Warren County, Virginia,51187,"40,164",,,
Washington County, Virginia,51191,"53,740",,,
Waynesboro city, Virginia,51820,"22,630",,,
Westmoreland County, Virginia,51193,"18,015",,,
Williamsburg city, Virginia,51830,"14,954",,,
Winchester city, Virginia,51840,"28,078",,,
Wise County, Virginia,51195,"37,383",,,
Wythe County, Virginia,51197,"28,684",,,
York County, Virginia,51199,"68,280",,,
Adams County, Washington,53001,"19,983",,,
Asotin County, Washington,53003,"22,582",,,
Benton County, Washington,53005,"204,390",,,
Chelan County, Washington,53007,"77,200",,,
Clallam County, Washington,53009,"77,331",,,
Clark County, Washington,53011,"488,241",,,
Columbia County, Washington,53013,"3,985",,,
Cowlitz County, Washington,53015,"110,593",,,
Douglas County, Washington,53017,"43,429",,,
Ferry County, Washington,53019,"7,627",,,
Franklin County, Washington,53021,"95,222",,,
Garfield County, Washington,53023,"2,225",,,
Grant County, Washington,53025,"97,733",,,
Grays Harbor County, Washington,53027,"75,061",,,
Island County, Washington,53029,"85,141",,,
Jefferson County, Washington,53031,"32,221",,,
King County, Washington,53033,"2,252,782",,,
Kitsap County, Washington,53035,"271,473",,,
Kittitas County, Washington,53037,"47,935",,,
Klickitat County, Washington,53039,"22,425",,,
Lewis County, Washington,53041,"80,707",,,
Lincoln County, Washington,53043,"10,939",,,
Mason County, Washington,53045,"66,768",,,
Okanogan County, Washington,53047,"42,243",,,
Pacific County, Washington,53049,"22,471",,,
Pend Oreille County, Washington,53051,"13,724",,,
Pierce County, Washington,53053,"904,980",,,
San Juan County, Washington,53055,"17,582",,,
Skagit County, Washington,53057,"129,205",,,
Skamania County, Washington,53059,"12,083",,,
Snohomish County, Washington,53061,"822,083",,,
Spokane County, Washington,53063,"522,798",,,
Stevens County, Washington,53065,"45,723",,,
Thurston County, Washington,53067,"290,536",,,
Wahkiakum County, Washington,53069,"4,488",,,
Walla Walla County, Washington,53071,"60,760",,,
Whatcom County, Washington,53073,"229,247",,,
Whitman County, Washington,53075,"50,104",,,
Yakima County, Washington,53077,"250,873",,,
Barbour County, West Virginia,54001,"16,441",,,
Berkeley County, West Virginia,54003,"119,171",,,
Boone County, West Virginia,54005,"21,457",,,
Braxton County, West Virginia,54007,"13,957",,,
Brooke County, West Virginia,54009,"21,939",,,
Cabell County, West Virginia,54011,"91,945",,,
Calhoun County, West Virginia,54013,"7,109",,,
Clay County, West Virginia,54015,"8,508",,,
Doddridge County, West Virginia,54017,"8,448",,,
Fayette County, West Virginia,54019,"42,406",,,
Gilmer County, West Virginia,54021,"7,823",,,
Grant County, West Virginia,54023,"11,568",,,
Greenbrier County, West Virginia,54025,"34,662",,,
Hampshire County, West Virginia,54027,"23,175",,,
Hancock County, West Virginia,54029,"28,810",,,
Hardy County, West Virginia,54031,"13,776",,,
Harrison County, West Virginia,54033,"67,256",,,
Jackson County, West Virginia,54035,"28,576",,,
Jefferson County, West Virginia,54037,"57,146",,,
Kanawha County, West Virginia,54039,"178,124",,,
Lewis County, West Virginia,54041,"15,907",,,
Lincoln County, West Virginia,54043,"20,409",,,
Logan County, West Virginia,54045,"32,019",,,
Marion County, West Virginia,54049,"56,072",,,
Marshall County, West Virginia,54051,"30,531",,,
Mason County, West Virginia,54053,"26,516",,,
McDowell County, West Virginia,54047,"17,624",,,
Mercer County, West Virginia,54055,"58,758",,,
Mineral County, West Virginia,54057,"26,868",,,
Mingo County, West Virginia,54059,"23,424",,,
Monongalia County, West Virginia,54061,"105,612",,,
Monroe County, West Virginia,54063,"13,275",,,
Morgan County, West Virginia,54065,"17,884",,,
Nicholas County, West Virginia,54067,"24,496",,,
Ohio County, West Virginia,54069,"41,411",,,
Pendleton County, West Virginia,54071,"6,969",,,
Pleasants County, West Virginia,54073,"7,460",,,
Pocahontas County, West Virginia,54075,"8,247",,,
Preston County, West Virginia,54077,"33,432",,,
Putnam County, West Virginia,54079,"56,450",,,
Raleigh County, West Virginia,54081,"73,361",,,
Randolph County, West Virginia,54083,"28,695",,,
Ritchie County, West Virginia,54085,"9,554",,,
Roane County, West Virginia,54087,"13,688",,,
Summers County, West Virginia,54089,"12,573",,,
Taylor County, West Virginia,54091,"16,695",,,
Tucker County, West Virginia,54093,"6,839",,,
Tyler County, West Virginia,54095,"8,591",,,
Upshur County, West Virginia,54097,"24,176",,,
Wayne County, West Virginia,54099,"39,402",,,
Webster County, West Virginia,54101,"8,114",,,
Wetzel County, West Virginia,54103,"15,065",,,
Wirt County, West Virginia,54105,"5,821",,,
Wood County, West Virginia,54107,"83,518",,,
Wyoming County, West Virginia,54109,"20,394",,,
Adams County, Wisconsin,55001,"20,220",,,
Ashland County, Wisconsin,55003,"15,562",,,
Barron County, Wisconsin,55005,"45,244",,,
Bayfield County, Wisconsin,55007,"15,036",,,
Brown County, Wisconsin,55009,"264,542",,,
Buffalo County, Wisconsin,55011,"13,031",,,
Burnett County, Wisconsin,55013,"15,414",,,
Calumet County, Wisconsin,55015,"50,089",,,
Chippewa County, Wisconsin,55017,"64,658",,,
Clark County, Wisconsin,55019,"34,774",,,
Columbia County, Wisconsin,55021,"57,532",,,
Crawford County, Wisconsin,55023,"16,131",,,
Dane County, Wisconsin,55025,"546,695",,,
Dodge County, Wisconsin,55027,"87,839",,,
Door County, Wisconsin,55029,"27,668",,,
Douglas County, Wisconsin,55031,"43,150",,,
Dunn County, Wisconsin,55033,"45,368",,,
Eau Claire County, Wisconsin,55035,"104,646",,,
Florence County, Wisconsin,55037,"4,295",,,
Fond du Lac County, Wisconsin,55039,"103,403",,,
Forest County, Wisconsin,55041,"9,004",,,
Grant County, Wisconsin,55043,"51,439",,,
Green County, Wisconsin,55045,"36,960",,,
Green Lake County, Wisconsin,55047,"18,913",,,
Iowa County, Wisconsin,55049,"23,678",,,
Iron County, Wisconsin,55051,"5,687",,,
Jackson County, Wisconsin,55053,"20,643",,,
Jefferson County, Wisconsin,55055,"84,769",,,
Juneau County, Wisconsin,55057,"26,687",,,
Kenosha County, Wisconsin,55059,"169,561",,,
Kewaunee County, Wisconsin,55061,"20,434",,,
La Crosse County, Wisconsin,55063,"118,016",,,
Lafayette County, Wisconsin,55065,"16,665",,,
Langlade County, Wisconsin,55067,"19,189",,,
Lincoln County, Wisconsin,55069,"27,593",,,
Manitowoc County, Wisconsin,55071,"78,981",,,
Marathon County, Wisconsin,55073,"135,692",,,
Marinette County, Wisconsin,55075,"40,350",,,
Marquette County, Wisconsin,55077,"15,574",,,
Menominee County, Wisconsin,55078,"4,556",,,
Milwaukee County, Wisconsin,55079,"945,726",,,
Monroe County, Wisconsin,55081,"46,253",,,
Oconto County, Wisconsin,55083,"37,930",,,
Oneida County, Wisconsin,55085,"35,595",,,
Outagamie County, Wisconsin,55087,"187,885",,,
Ozaukee County, Wisconsin,55089,"89,221",,,
Pepin County, Wisconsin,55091,"7,287",,,
Pierce County, Wisconsin,55093,"42,754",,,
Polk County, Wisconsin,55095,"43,783",,,
Portage County, Wisconsin,55097,"70,772",,,
Price County, Wisconsin,55099,"13,351",,,
Racine County, Wisconsin,55101,"196,311",,,
Richland County, Wisconsin,55103,"17,252",,,
Rock County, Wisconsin,55105,"163,354",,,
Rusk County, Wisconsin,55107,"14,178",,,
Sauk County, Wisconsin,55111,"64,442",,,
Sawyer County, Wisconsin,55113,"16,558",,,
Shawano County, Wisconsin,55115,"40,899",,,
Sheboygan County, Wisconsin,55117,"115,340",,,
St Croix County, Wisconsin,55109,"90,687",,,
Taylor County, Wisconsin,55119,"20,343",,,
Trempealeau County, Wisconsin,55121,"29,649",,,
Vernon County, Wisconsin,55123,"30,822",,,
Vilas County, Wisconsin,55125,"22,195",,,
Walworth County, Wisconsin,55127,"103,868",,,
Washburn County, Wisconsin,55129,"15,720",,,
Washington County, Wisconsin,55131,"136,034",,,
Waukesha County, Wisconsin,55133,"404,198",,,
Waupaca County, Wisconsin,55135,"50,990",,,
